"cf_id","contact_id","company_name","description","goal","pledged","outcome","backers_count","country","currency","launched_date","end_date","category_id","subcategory_id","contact_id-2","first_name","last_name","email"
698,"3096","Hamilton, Wright and Chavez","Down-sized empowering protocol","92100","92100","failed",326,"US","USD","2021-01-14","2021-07-07","cat3","subcat9","3096","Zacharie","Cordier","zacharie.cordier@gmail.com"
321,"6162","Bautista-Cross","Fully-configurable coherent Internet solution","5500","5500","successful",186,"US","USD","2020-10-18","2021-05-05","cat5","subcat5","6162","Riza","Techer","riza.techer@yahoo.com"
1302,"1433","Jackson LLC","Distributed motivating algorithm","64300","64300","successful",1071,"US","USD","2020-05-07","2021-03-21","cat3","subcat3","1433","Enrique","Guillen","enrique.guillen@hotmail.co.uk"
1410,"2720","Figueroa Ltd","Expanded solution-oriented benchmark","5000","5000","successful",117,"US","USD","2021-05-26","2021-11-24","cat3","subcat3","2720","Tristan","Weeks","tristan.weeks@pena.com"
2465,"5251","Avila-Jones","Implemented discrete secured line","5400","5400","successful",70,"US","USD","2020-12-03","2021-11-25","cat2","subcat8","5251","Natalie","Lerma","natalie.lerma@boucher.com"
377,"1797","Martin, Lopez and Hunter","Multi-lateral actuating installation","9000","9000","successful",135,"US","USD","2021-02-07","2021-04-20","cat4","subcat4","1797","Rodney","Hamon","rodney.hamon@hotmail.com"
1882,"1656","Fields-Moore","Secured reciprocal array","25000","25000","successful",768,"CH","CHF","2021-01-28","2021-11-21","cat3","subcat9","1656","Adalberto","Lombardo","adalberto.lombardo@sfr.fr"
822,"1346","Harris-Golden","Optional bandwidth-monitored middleware","8800","8800","canceled",51,"US","USD","2020-09-15","2021-02-01","cat4","subcat4","1346","Florencia","Querini","florencia.querini@gmail.com"
2730,"2989","Moss, Norman and Dunlap","Upgradable upward-trending workforce","8300","8300","successful",199,"US","USD","2021-08-21","2021-11-15","cat4","subcat4","2989","Liam","Rolland","liam.rolland@yahoo.fr"
2198,"5629","White, Larson and Wright","Upgradable hybrid capability","9300","9300","successful",107,"US","USD","2020-04-19","2021-02-15","cat3","subcat9","5629","Ian","Kelly","ian.kelly@reeves.com.au"
2757,"3456","Payne, Oliver and Burch","Managed fresh-thinking flexibility","6200","6200","successful",195,"US","USD","2020-09-08","2021-04-16","cat2","subcat8","3456","Mehdi","Todd","mehdi.todd@web.de"
2588,"3229","Brown, Palmer and Pace","Networked stable workforce","100","100","failed",1,"US","USD","2021-01-21","2021-07-11","cat2","subcat2","3229","Rembrandt","Liguori","rembrandt.liguori@davis.org"
1090,"2277","Parker LLC","Customizable intermediate extranet","137200","137200","failed",1467,"US","USD","2021-12-02","2022-01-12","cat2","subcat6","2277","Irmi","Schweitzer","irmi.schweitzer@ozuna.com"
64,"1276","Bowen, Mcdonald and Hall","User-centric fault-tolerant task-force","41500","41500","successful",3376,"US","USD","2020-11-13","2021-07-23","cat2","subcat8","1276","Gioffre","Stein","gioffre.stein@hotmail.com.au"
2171,"3694","Whitehead, Bell and Hughes","Multi-tiered radical definition","189400","189400","failed",5681,"US","USD","2021-07-17","2021-11-12","cat4","subcat4","3694","Frida","Villarreal","frida.villarreal@hotmail.de"
625,"2260","Rodriguez-Brown","Devolved foreground benchmark","171300","171300","failed",1059,"US","USD","2021-01-29","2021-06-20","cat2","subcat8","2260","Steffen","Mangold","steffen.mangold@paul.net"
1065,"5374","Hall-Schaefer","Distributed eco-centric methodology","139500","139500","failed",1194,"US","USD","2021-05-23","2021-07-29","cat4","subcat4","5374","Elias","Marin","elias.marin@herve.net"
174,"4420","Meza-Rogers","Streamlined encompassing encryption","36400","36400","canceled",379,"AU","AUD","2020-11-24","2021-12-26","cat2","subcat2","4420","Roman","Gonzalez","roman.gonzalez@anderson.net"
1344,"3849","Curtis-Curtis","User-friendly reciprocal initiative","4200","4200","failed",30,"AU","AUD","2021-04-20","2021-10-14","cat8","subcat15","3849","Reina","Middleton","reina.middleton@hotmail.com"
2824,"1638","Carlson Inc","Ergonomic fresh-thinking installation","2100","2100","successful",41,"US","USD","2020-12-28","2021-11-24","cat2","subcat2","1638","Sandro","Moran","sandro.moran@hotmail.de"
940,"5230","Clarke, Anderson and Lee","Robust explicit hardware","191200","191200","successful",1821,"US","USD","2021-05-22","2021-06-30","cat4","subcat4","5230","Gebhard","Thanel","gebhard.thanel@gmail.com"
3024,"1763","Evans Group","Stand-alone actuating support","8000","8000","successful",164,"US","USD","2021-04-26","2021-07-14","cat3","subcat9","1763","Antonino","Bolander","antonino.bolander@gmail.com"
2164,"4323","Bruce Group","Cross-platform methodical process improvement","5500","5500","failed",75,"US","USD","2021-02-01","2021-09-05","cat3","subcat3","4323","Karl","Trevisani","karl.trevisani@anguissola.it"
2427,"5256","Keith, Alvarez and Potter","Extended bottom-line open architecture","6100","6100","successful",157,"CH","CHF","2021-09-05","2021-12-16","cat2","subcat2","5256","Silvester","Brookes","silvester.brookes@franco.org"
1548,"4836","Burton-Watkins","Extended reciprocal circuit","3500","3500","successful",246,"US","USD","2020-08-01","2021-08-15","cat8","subcat15","4836","Octavio","Pratt","octavio.pratt@web.de"
2657,"5981","Lopez and Sons","Polarized human-resource protocol","150500","150500","successful",1396,"US","USD","2021-11-14","2021-11-24","cat4","subcat4","5981","Rebecca","Greer","rebecca.greer@hotmail.com"
2916,"1463","Cordova Ltd","Synergized radical product","90400","90400","successful",2506,"US","USD","2021-05-05","2021-08-08","cat3","subcat3","1463","Pierina","Gaggini","pierina.gaggini@free.fr"
1348,"4577","Brown-Vang","Robust heuristic artificial intelligence","9800","9800","successful",244,"US","USD","2021-01-11","2021-08-25","cat8","subcat15","4577","Robin","Schleich","robin.schleich@rogers-barrera.biz"
557,"4951","Cruz-Ward","Robust content-based emulation","2600","2600","successful",146,"AU","AUD","2021-04-01","2021-10-19","cat4","subcat4","4951","Sergio","Abbott","sergio.abbott@moore.net.au"
2915,"3567","Hernandez Group","Ergonomic uniform open system","128100","128100","failed",955,"DK","DKK","2020-05-16","2021-03-18","cat2","subcat8","3567","Gilberto","Evans","gilberto.evans@salcedo-archuleta.net"
320,"5475","Tran, Steele and Wilson","Profit-focused modular product","23300","23300","successful",1267,"US","USD","2020-07-10","2021-03-23","cat5","subcat13","5475","James","Elliott","james.elliott@gmail.com"
1458,"2114","Summers, Gallegos and Stein","Mandatory mobile product","188100","188100","failed",67,"US","USD","2020-09-24","2021-07-27","cat2","subcat8","2114","Timoteo","Bolnbach","timoteo.bolnbach@laboratorios.com"
379,"5216","Blair Group","Public-key 3rdgeneration budgetary management","4900","4900","failed",5,"US","USD","2020-11-17","2021-11-23","cat6","subcat19","5216","Tonino","Stanley","tonino.stanley@hotmail.com"
1879,"1665","Nixon Inc","Centralized national firmware","800","800","failed",26,"US","USD","2020-09-04","2021-04-16","cat5","subcat5","1665","Margaretha","Murialdo","margaretha.murialdo@meunier.com"
597,"6051","White LLC","Cross-group 4thgeneration middleware","96700","96700","successful",1561,"US","USD","2021-03-21","2021-10-17","cat4","subcat4","6051","Bianca","Drubin","bianca.drubin@libero.it"
1130,"3983","Santos, Black and Donovan","Pre-emptive scalable access","600","600","successful",48,"US","USD","2020-04-15","2021-02-08","cat3","subcat9","3983","Kaylee","Hoffmann","kaylee.hoffmann@poulain.com"
2354,"2966","Jones, Contreras and Burnett","Sharable intangible migration","181200","181200","failed",1130,"US","USD","2021-01-27","2021-12-16","cat4","subcat4","2966","Teresa","Vecellio","teresa.vecellio@yahoo.com"
1358,"4478","Stone-Orozco","Proactive scalable Graphical User Interface","115000","115000","failed",782,"US","USD","2021-01-06","2021-05-06","cat4","subcat4","4478","Emine","Tacchini","emine.tacchini@dbmail.com"
188,"4238","Lee, Gibson and Morgan","Digitized solution-oriented product","38800","38800","successful",2739,"US","USD","2021-05-02","2021-08-26","cat4","subcat4","4238","Dawn","Cortez","dawn.cortez@gmail.com"
2228,"4404","Alexander-Williams","Triple-buffered cohesive structure","7200","7200","failed",210,"US","USD","2021-04-17","2021-07-08","cat1","subcat1","4404","Emily","Cundari","emily.cundari@clark.com.au"
1743,"5666","Marks Ltd","Realigned human-resource orchestration","44500","44500","successful",3537,"CA","CAD","2020-09-14","2021-04-11","cat4","subcat4","5666","Eleanor","Hall","eleanor.hall@hotmail.com"
2563,"3691","Olsen, Edwards and Reid","Optional clear-thinking software","56000","56000","successful",2107,"AU","AUD","2020-10-09","2021-06-06","cat3","subcat9","3691","Monique","Delgadillo","monique.delgadillo@hotmail.co.uk"
2424,"2703","Daniels, Rose and Tyler","Centralized global approach","8600","8600","failed",136,"US","USD","2021-03-17","2021-04-15","cat3","subcat3","2703","Arnaude","Warner","arnaude.warner@gmail.com"
2369,"4253","Adams Group","Reverse-engineered bandwidth-monitored contingency","27100","27100","successful",3318,"DK","DKK","2021-03-09","2021-08-28","cat4","subcat4","4253","Jason","Howell","jason.howell@gmx.de"
1134,"5652","Rogers, Huerta and Medina","Pre-emptive bandwidth-monitored instruction set","5100","5100","failed",86,"CA","CAD","2020-04-16","2021-03-02","cat2","subcat2","5652","Nicole","Mccullough","nicole.mccullough@hall.com"
2241,"3279","Howard, Carter and Griffith","Adaptive asynchronous emulation","3600","3600","successful",340,"US","USD","2021-07-13","2021-09-11","cat4","subcat4","3279","Rosmarie","Esquibel","rosmarie.esquibel@bouygtel.fr"
2745,"3233","Bailey PLC","Innovative actuating conglomeration","1000","1000","failed",19,"US","USD","2020-04-28","2021-03-22","cat5","subcat20","3233","Leonor","Ferreira","leonor.ferreira@gmail.com"
1055,"3017","Parker Group","Grass-roots foreground policy","88800","88800","failed",886,"US","USD","2021-02-10","2021-08-16","cat4","subcat4","3017","Brett","Jones","brett.jones@alice.it"
1215,"3482","Fox Group","Horizontal transitional paradigm","60200","60200","successful",1442,"CA","CAD","2020-06-12","2021-02-20","cat5","subcat13","3482","Nino","Bien","nino.bien@gmail.com"
2036,"2166","Walker, Jones and Rodriguez","Networked didactic info-mediaries","8200","8200","failed",35,"IT","EUR","2021-06-18","2021-10-07","cat4","subcat4","2166","Jemma","Tate","jemma.tate@hotmail.de"
1191,"4146","Anthony-Shaw","Switchable contextually-based access","191300","191300","canceled",441,"US","USD","2021-01-30","2021-05-23","cat4","subcat4","4146","Denis","Rogers","denis.rogers@poste.it"
879,"2651","Cook LLC","Up-sized dynamic throughput","3700","3700","failed",24,"US","USD","2021-02-24","2021-09-04","cat4","subcat4","2651","Vanesa","Khan","vanesa.khan@voila.fr"
3062,"1409","Sutton PLC","Mandatory reciprocal superstructure","8400","8400","failed",86,"IT","EUR","2020-07-25","2021-05-11","cat4","subcat4","1409","Victoria","Ojeda","victoria.ojeda@doehn.com"
611,"3717","Long, Morgan and Mitchell","Upgradable 4thgeneration productivity","42600","42600","failed",243,"US","USD","2020-11-07","2021-06-16","cat2","subcat2","3717","Eugenio","Martin","eugenio.martin@yahoo.de"
3195,"3963","Calhoun, Rogers and Long","Progressive discrete hub","6600","6600","failed",65,"US","USD","2020-04-25","2021-03-22","cat2","subcat8","3963","Nancy","Hayes","nancy.hayes@hotmail.com"
1221,"2152","Sandoval Group","Assimilated multi-tasking archive","7100","7100","successful",126,"US","USD","2021-08-30","2021-09-21","cat2","subcat17","2152","Lara","Jacob","lara.jacob@buckley.org"
2536,"2974","Smith and Sons","Upgradable high-level solution","15800","15800","successful",524,"US","USD","2021-02-02","2021-12-15","cat2","subcat6","2974","Gino","Hernandez","gino.hernandez@covarrubias.com"
1834,"1268","King Inc","Organic bandwidth-monitored frame","8200","8200","failed",100,"DK","DKK","2020-08-06","2021-08-30","cat3","subcat9","1268","Vicente","Tijerina","vicente.tijerina@montanariello.com"
593,"1822","Perry and Sons","Business-focused logistical framework","54700","54700","successful",1989,"US","USD","2021-03-14","2021-06-02","cat5","subcat7","1822","Michele","Brambilla","michele.brambilla@yahoo.com"
3039,"5066","Palmer Inc","Universal multi-state capability","63200","63200","failed",168,"US","USD","2021-04-05","2021-07-05","cat2","subcat6","5066","Dana","Ritacca","dana.ritacca@gmail.com"
777,"5075","Hull, Baker and Martinez","Digitized reciprocal infrastructure","1800","1800","failed",13,"US","USD","2020-03-14","2021-03-13","cat2","subcat2","5075","Mitchell","Bachmann","mitchell.bachmann@suarez-cruz.com"
835,"3855","Becker, Rice and White","Reduced dedicated capability","100","100","failed",1,"CA","CAD","2020-09-24","2021-05-26","cat4","subcat4","3855","Vincenza","Key","vincenza.key@adams.com"
797,"5923","Osborne, Perkins and Knox","Cross-platform bi-directional workforce","2100","2100","successful",157,"US","USD","2021-02-09","2021-10-26","cat3","subcat3","5923","Salvador","Gaillard","salvador.gaillard@yahoo.de"
509,"1867","Mcknight-Freeman","Upgradable scalable methodology","8300","8300","canceled",82,"US","USD","2020-08-13","2021-04-22","cat1","subcat1","1867","Diane","Rogner","diane.rogner@kelly.co.uk"
2286,"4376","Hayden, Shannon and Stein","Customer-focused client-server service-desk","143900","143900","successful",4498,"AU","AUD","2021-05-24","2021-09-24","cat4","subcat4","4376","Josette","Laine","josette.laine@saracino-parisi.net"
2110,"2785","Daniel-Luna","Mandatory multimedia leverage","75000","75000","failed",40,"US","USD","2020-10-20","2021-01-17","cat2","subcat18","2785","Courtney","Fiebig","courtney.fiebig@doerschner.com"
1038,"5884","Weaver-Marquez","Focused analyzing circuit","1300","1300","successful",80,"US","USD","2021-04-10","2022-01-04","cat4","subcat4","5884","Hugues","Oliver","hugues.oliver@stiffel.com"
2893,"2441","Austin, Baker and Kelley","Fundamental grid-enabled strategy","9000","9000","canceled",57,"US","USD","2021-06-04","2021-10-29","cat6","subcat14","2441","Espartaco","Willis","espartaco.willis@hotmail.com"
805,"1243","Carney-Anderson","Digitized 5thgeneration knowledgebase","1000","1000","successful",43,"US","USD","2020-12-25","2021-08-29","cat2","subcat2","1243","Flavia","Yoder","flavia.yoder@hotmail.de"
225,"3411","Jackson Inc","Mandatory multi-tasking encryption","196900","196900","successful",2053,"US","USD","2020-12-07","2021-08-21","cat5","subcat5","3411","Casey","Flores","casey.flores@baggio.org"
968,"2467","Warren Ltd","Distributed system-worthy application","194500","194500","live",808,"AU","AUD","2021-06-07","2021-09-21","cat5","subcat5","2467","Calogero","Cross","calogero.cross@mercantini.it"
1369,"1850","Schultz Inc","Synergistic tertiary time-frame","9400","9400","failed",226,"DK","DKK","2021-01-28","2021-08-24","cat5","subcat23","1850","Charles","Begum","charles.begum@laboratorios.info"
1417,"2604","Thompson LLC","Customer-focused impactful benchmark","104400","104400","failed",1625,"US","USD","2020-06-13","2021-06-17","cat4","subcat4","2604","Adina","Pollard","adina.pollard@outlook.com"
3011,"1693","Johnson Inc","Profound next generation infrastructure","8100","8100","successful",168,"US","USD","2020-02-24","2021-03-05","cat4","subcat4","1693","Natasha","Lara","natasha.lara@outlook.com"
2691,"2969","Morgan-Warren","Face-to-face encompassing info-mediaries","87900","87900","successful",4289,"US","USD","2020-12-20","2021-07-30","cat2","subcat8","2969","Benita","Pottier","benita.pottier@sfr.fr"
2159,"1544","Sullivan Group","Open-source fresh-thinking policy","1400","1400","successful",165,"US","USD","2021-06-01","2021-07-24","cat2","subcat2","1544","Elizabeth","Valdivia","elizabeth.valdivia@gmail.com"
2515,"4149","Vargas, Banks and Palmer","Extended 24/7 implementation","156800","156800","failed",143,"US","USD","2020-10-07","2021-05-14","cat4","subcat4","4149","Mattia","Huet","mattia.huet@aol.de"
544,"3463","Johnson, Dixon and Zimmerman","Organic dynamic algorithm","121700","121700","successful",1815,"US","USD","2020-08-22","2021-01-06","cat4","subcat4","3463","Geza","Howard","geza.howard@voila.fr"
